Customer_ID,txn_count,revenue_total,revenue_mean,quantity_total,rating_mean
CUST00000119,6,15921.44,2653.5733333333333,9,5.0
CUST00000120,7,204735.35,29247.907142857144,9,4.75
CUST00000121,6,25374.65,4229.108333333334,8,4.25
CUST00000122,10,168322.78999999998,16832.279,15,4.6
CUST00000123,5,54202.759999999995,10840.552,6,4.5
CUST00000124,10,280205.8,28020.579999999998,16,4.666666666666667
CUST00000125,9,108297.69,12033.076666666668,10,4.5
CUST00000126,4,80412.39,20103.0975,5,5.0
CUST00000127,8,218378.29999999996,27297.287499999995,10,4.25
CUST00000128,8,91345.88,11418.235,11,4.4
CUST00000129,7,209476.21000000002,29925.17285714286,7,5.0
CUST00000130,9,250105.77,27789.53,11,4.666666666666667
CUST00000131,5,157363.13,31472.626,8,4.0
CUST00000132,4,168827.77000000002,42206.942500000005,4,0.0
CUST00000133,2,17871.66,8935.83,3,0.0
CUST00000134,5,177214.56999999998,35442.914,8,4.0
CUST00000135,3,75972.76999999999,25324.256666666664,4,0.0
CUST00000136,6,203408.39,33901.39833333334,6,4.333333333333333
CUST00000137,9,213941.12,23771.235555555555,11,4.0
CUST00000138,6,65952.20999999999,10992.034999999998,8,4.5
CUST00000139,15,71161.31,4744.087333333333,16,4.714285714285714
CUST00000140,9,258837.86,28759.76222222222,11,4.5
CUST00000141,4,151036.62,37759.155,4,4.5
CUST00000142,6,88601.09,14766.848333333333,6,4.333333333333333
CUST00000143,3,13448.329999999998,4482.776666666666,5,0.0
CUST00000144,6,185743.39,30957.23166666667,8,4.666666666666667
CUST00000145,3,49271.840000000004,16423.946666666667,5,5.0
CUST00000146,7,161538.94000000003,23076.991428571433,10,4.2
CUST00000147,6,49877.229999999996,8312.871666666666,7,4.25
CUST00000148,3,13411.730000000001,4470.576666666667,3,4.0
CUST00000149,11,303421.17000000004,27583.742727272733,11,4.428571428571429
CUST00000150,10,96619.28,9661.928,12,5.0
CUST00000151,6,213033.7,35505.61666666667,7,4.333333333333333
CUST00000152,6,201782.2,33630.36666666667,7,4.333333333333333
CUST00000153,7,284974.5,40710.642857142855,7,4.666666666666667
CUST00000154,9,30227.53,3358.6144444444444,11,4.333333333333333
CUST00000155,7,15254.43,2179.2042857142856,8,5.0
CUST00000156,6,72020.59,12003.431666666665,6,4.4
CUST00000157,8,397077.49,49634.68625,12,4.75
CUST00000158,8,363953.54000000004,45494.192500000005,13,5.0
CUST00000159,6,147449.18,24574.86333333333,12,4.666666666666667
CUST00000160,12,569228.27,47435.68916666667,18,4.6
CUST00000161,11,25467.36,2315.2145454545457,16,4.5
CUST00000162,3,42989.94,14329.980000000001,3,4.0
CUST00000163,9,297606.65,33067.40555555556,13,4.6
CUST00000164,5,140235.25,28047.05,6,4.25
CUST00000165,9,489597.08999999997,54399.676666666666,12,5.0
CUST00000166,4,24124.65,6031.1625,6,4.75
CUST00000167,4,71051.45,17762.8625,7,5.0
CUST00000168,6,239270.50000000003,39878.41666666667,9,4.333333333333333
CUST00000169,5,221258.87,44251.774,5,5.0
CUST00000170,6,139547.12,23257.853333333333,8,4.666666666666667
CUST00000171,10,225164.81,22516.481,13,4.166666666666667
CUST00000172,4,17430.29,4357.5725,6,0.0
CUST00000173,4,44028.95999999999,11007.239999999998,4,5.0
CUST00000174,8,51954.25,6494.28125,9,4.333333333333333
CUST00000175,5,101422.04,20284.408,7,4.0
CUST00000176,6,181612.98000000004,30268.830000000005,6,4.0
CUST00000177,4,11065.720000000001,2766.4300000000003,4,4.5
CUST00000178,7,222910.9,31844.414285714283,11,4.5
CUST00000179,8,129248.63999999998,16156.079999999998,8,4.666666666666667
CUST00000180,6,123926.25000000001,20654.375000000004,6,5.0
CUST00000181,10,185554.03000000003,18555.403000000002,13,4.5
CUST00000182,14,214908.4,15350.6,14,4.1
CUST00000183,6,49584.439999999995,8264.073333333332,6,4.0
CUST00000184,7,212011.62,30287.374285714286,7,4.6
CUST00000185,8,446281.14,55785.1425,12,4.5
CUST00000186,11,177511.41999999998,16137.401818181817,14,4.25
CUST00000187,4,110125.76000000001,27531.440000000002,5,4.5
CUST00000188,4,55462.71,13865.6775,7,4.666666666666667
CUST00000189,8,163801.61000000002,20475.201250000002,9,3.0
CUST00000190,10,269923.2,26992.32,13,4.25
CUST00000191,6,41542.899999999994,6923.816666666666,7,4.5
CUST00000192,8,214103.6,26762.95,10,4.666666666666667
CUST00000193,8,125806.11999999998,15725.764999999998,10,4.5
CUST00000194,4,43558.44,10889.61,5,4.0
CUST00000195,5,59482.52,11896.503999999999,5,4.5
CUST00000196,8,165790.18,20723.7725,10,5.0
CUST00000197,3,16842.559999999998,5614.186666666666,4,4.5
CUST00000198,6,41113.64,6852.2733333333335,6,5.0
CUST00000199,7,61870.44,8838.634285714286,9,4.8
CUST00000200,5,102296.53,20459.306,5,5.0
CUST00000201,6,157086.29,26181.048333333336,8,4.2
CUST00000202,5,191099.48,38219.896,5,3.0
CUST00000203,10,328604.54000000004,32860.454000000005,15,5.0
CUST00000204,6,102711.91,17118.65166666667,7,4.0
CUST00000205,6,17869.66,2978.2766666666666,7,4.25
CUST00000206,4,154541.6,38635.4,7,4.0
CUST00000207,7,144274.11,20610.58714285714,7,4.2
CUST00000208,6,74332.62,12388.769999999999,8,4.666666666666667
CUST00000209,6,87857.59,14642.931666666665,7,5.0
CUST00000210,5,169367.89,33873.578,6,3.5
CUST00000211,3,104207.44,34735.81333333333,4,4.0
CUST00000212,4,28940.19,7235.0475,4,4.5
CUST00000213,8,40239.85,5029.98125,10,4.0
CUST00000214,7,87186.28,12455.182857142858,7,4.0
CUST00000215,5,77630.72,15526.144,6,4.5
CUST00000216,6,183594.76000000004,30599.126666666674,7,4.5
CUST00000217,6,125791.20000000001,20965.2,7,4.25
CUST00000218,4,75206.54,18801.635,6,0.0
CUST00000219,4,140560.45,35140.1125,7,4.0
CUST00000220,5,19321.149999999998,3864.2299999999996,5,4.0
CUST00000221,6,127301.38,21216.896666666667,7,4.0
CUST00000222,6,105133.94000000002,17522.323333333337,9,4.5
CUST00000223,9,72157.66,8017.517777777778,12,4.5
CUST00000224,10,331695.55,33169.555,12,4.571428571428571
CUST00000225,4,51708.46,12927.115,5,4.0
CUST00000226,4,156196.59000000003,39049.14750000001,5,5.0
CUST00000227,7,155241.03,22177.29,9,4.0
CUST00000228,7,19475.32,2782.1885714285713,9,4.333333333333333
CUST00000229,13,135444.77000000002,10418.828461538464,14,4.1
CUST00000230,7,186641.1,26663.014285714286,7,4.25
CUST00000231,9,235100.65999999997,26122.295555555553,13,4.142857142857143
CUST00000232,10,60104.759999999995,6010.476,10,4.4
CUST00000233,5,180045.52000000002,36009.10400000001,5,4.333333333333333
CUST00000234,3,72574.94,24191.646666666667,3,0.0
CUST00000235,9,383462.7,42606.96666666667,10,4.6
CUST00000236,3,12805.71,4268.57,5,5.0
CUST00000237,4,36546.07,9136.5175,6,4.5
CUST00000238,4,34630.159999999996,8657.539999999999,6,3.0
CUST00000239,3,45136.36,15045.453333333333,4,3.5
CUST00000240,11,265860.69,24169.153636363637,13,4.0
CUST00000241,11,76475.84,6952.349090909091,13,4.428571428571429
CUST00000242,11,289403.32999999996,26309.39363636363,15,4.0
CUST00000243,6,186256.41999999998,31042.736666666664,6,5.0
CUST00000244,4,37029.340000000004,9257.335000000001,5,5.0
CUST00000245,3,8248.220000000001,2749.406666666667,4,3.5
CUST00000246,5,93895.37,18779.074,6,4.666666666666667
CUST00000247,4,32234.390000000003,8058.597500000001,5,4.5
CUST00000248,4,81916.97,20479.2425,5,4.5
CUST00000249,5,22682.91,4536.582,5,4.0
CUST00000250,6,46053.719999999994,7675.619999999999,8,4.666666666666667
CUST00000251,1,616.37,616.37,1,4.0
CUST00000252,8,161434.96,20179.37,12,4.25
CUST00000253,13,109153.11,8396.393076923077,19,4.857142857142857
CUST00000254,8,30796.73,3849.59125,10,4.666666666666667
CUST00000255,6,420996.62000000005,70166.10333333335,7,4.0
CUST00000256,7,104931.0,14990.142857142857,12,5.0
CUST00000257,7,239096.46,34156.637142857144,10,4.0
CUST00000258,8,61994.03,7749.25375,9,4.5
CUST00000259,6,44380.87,7396.811666666667,6,4.5
CUST00000260,4,52390.24999999999,13097.562499999998,4,4.0
CUST00000261,9,401890.47000000003,44654.49666666667,12,4.0
CUST00000262,2,6384.04,3192.02,4,5.0
CUST00000263,7,121290.79,17327.255714285715,8,3.5
CUST00000264,8,223346.89999999997,27918.362499999996,10,4.0
CUST00000265,1,26885.26,26885.26,2,4.0
CUST00000266,7,223735.30000000002,31962.185714285715,10,5.0
CUST00000267,8,159108.84999999998,19888.606249999997,11,4.333333333333333
CUST00000268,5,87505.19,17501.038,5,4.333333333333333
CUST00000269,5,6980.75,1396.15,5,4.0
CUST00000270,5,180707.99,36141.598,6,4.0
CUST00000271,8,240194.75,30024.34375,10,4.4
CUST00000272,5,310252.72000000003,62050.54400000001,6,4.0
CUST00000273,8,321716.06,40214.5075,9,4.25
CUST00000274,6,235894.03,39315.67166666667,7,3.5
CUST00000275,8,181017.9,22627.2375,10,4.5
CUST00000276,5,175972.49,35194.498,5,4.666666666666667
CUST00000277,6,24067.75,4011.2916666666665,6,3.5
CUST00000278,5,44966.24,8993.248,5,0.0
CUST00000279,3,180053.91,60017.97,6,5.0
CUST00000280,7,99260.08,14180.011428571428,9,4.5
CUST00000281,11,209983.62,19089.42,11,4.6
CUST00000282,6,106079.57,17679.928333333333,7,4.0
CUST00000283,11,388215.39,35292.30818181818,12,4.666666666666667
CUST00000284,5,364221.45999999996,72844.29199999999,11,4.666666666666667
CUST00000285,8,171299.45,21412.43125,12,4.0
CUST00000286,9,130952.87000000001,14550.31888888889,10,5.0
CUST00000287,8,237098.35000000003,29637.293750000004,11,5.0
CUST00000288,4,51016.45,12754.1125,4,4.333333333333333
CUST00000289,4,24841.670000000002,6210.4175000000005,4,4.0
CUST00000290,7,141537.22,20219.602857142858,7,4.2
CUST00000291,6,103940.12999999999,17323.355,7,4.0
CUST00000292,5,96740.93,19348.185999999998,5,5.0
CUST00000293,6,290043.38,48340.56333333333,6,5.0
CUST00000294,7,25234.46,3604.922857142857,9,4.6
CUST00000295,8,252158.18,31519.7725,12,4.75
CUST00000296,7,105568.54000000001,15081.220000000001,7,5.0
CUST00000297,9,254197.90999999997,28244.21222222222,12,5.0
CUST00000298,5,158929.97,31785.994,6,4.5
CUST00000299,5,86219.23999999999,17243.847999999998,5,4.0
CUST00000300,10,353588.45,35358.845,14,4.6
CUST00000301,4,49182.94,12295.735,5,0.0
CUST00000302,5,403705.58999999997,80741.11799999999,9,5.0
CUST00000303,3,17686.489999999998,5895.496666666666,5,0.0
CUST00000304,6,204157.42,34026.23666666667,8,4.666666666666667
CUST00000305,3,175511.97,58503.99,5,5.0
CUST00000306,5,93085.54000000001,18617.108,6,4.5
CUST00000307,3,6051.45,2017.1499999999999,5,5.0
CUST00000308,4,3658.8900000000003,914.7225000000001,5,0.0
CUST00000309,7,258596.55,36942.364285714284,11,4.0
CUST00000310,3,33155.62,11051.873333333335,3,4.5
CUST00000311,6,366063.17000000004,61010.52833333334,10,4.333333333333333
CUST00000312,5,80617.19,16123.438,7,5.0
CUST00000313,12,86455.68000000002,7204.640000000002,14,3.8
CUST00000314,5,150705.55,30141.109999999997,8,4.0
CUST00000315,8,162611.73,20326.46625,10,4.5
CUST00000316,8,147533.64,18441.705,10,4.375
CUST00000317,6,180596.3,30099.38333333333,7,4.0
CUST00000318,4,9315.69,2328.9225,4,4.0
CUST00000319,10,225949.39,22594.939000000002,12,3.8333333333333335
CUST00000320,5,85712.77,17142.554,7,4.0
CUST00000321,10,314835.86,31483.586,10,4.2
CUST00000322,10,368614.02999999997,36861.403,13,4.0
CUST00000323,5,264920.45,52984.090000000004,7,4.0
CUST00000324,2,64473.94,32236.97,4,4.0
CUST00000325,6,76320.18,12720.029999999999,7,4.0
CUST00000326,9,43759.23,4862.136666666667,11,4.0
CUST00000327,5,161989.39,32397.878000000004,8,5.0
CUST00000328,2,11213.26,5606.63,4,4.0
CUST00000329,6,192236.03000000003,32039.338333333337,9,4.0
CUST00000330,5,117309.48,23461.896,5,4.666666666666667
CUST00000331,9,204297.75,22699.75,10,4.166666666666667
CUST00000332,3,125759.14,41919.71333333333,4,5.0
CUST00000333,11,159975.59,14543.235454545455,15,4.25
CUST00000334,6,232119.94,38686.65666666667,7,5.0
CUST00000335,3,2557.7799999999997,852.5933333333332,3,4.5
CUST00000336,6,178205.27000000002,29700.878333333338,8,4.5
CUST00000337,8,550279.71,68784.96375,13,5.0
CUST00000338,3,44706.7,14902.233333333332,4,5.0
CUST00000339,5,23723.53,4744.706,5,4.0
CUST00000340,6,196092.81,32682.135,7,4.6
CUST00000341,5,105230.73999999999,21046.147999999997,5,4.0
CUST00000342,4,189845.71999999997,47461.42999999999,9,4.0
CUST00000343,8,166997.77,20874.72125,8,4.4
CUST00000344,5,216615.56999999998,43323.113999999994,5,4.25
CUST00000345,4,64170.66,16042.665,4,4.0
CUST00000346,4,49283.82,12320.955,4,4.0
CUST00000347,1,377.52,377.52,1,0.0
CUST00000348,8,88372.43,11046.55375,10,4.0
CUST00000349,5,121975.6,24395.120000000003,7,4.5
CUST00000350,2,48294.909999999996,24147.454999999998,2,4.0
CUST00000351,5,61818.56,12363.712,5,4.5
CUST00000352,7,108110.78000000001,15444.397142857144,9,4.666666666666667
CUST00000353,7,45540.619999999995,6505.802857142857,8,4.333333333333333
CUST00000354,7,147930.34999999998,21132.90714285714,7,3.75
CUST00000355,9,199790.18000000002,22198.90888888889,14,4.666666666666667
CUST00000356,6,166637.88999999998,27772.981666666663,6,5.0
CUST00000357,7,199501.86000000002,28500.265714285717,9,3.75
CUST00000358,8,176239.5,22029.9375,12,4.666666666666667
CUST00000360,4,6299.53,1574.8825,7,4.5
CUST00000361,6,45249.26,7541.543333333334,7,3.5
CUST00000362,2,3600.21,1800.105,3,0.0
CUST00000363,9,201225.05,22358.338888888888,11,4.6
CUST00000364,4,224853.24,56213.31,6,4.0
CUST00000365,5,47902.979999999996,9580.596,6,5.0
CUST00000366,5,63467.030000000006,12693.406,7,4.5
CUST00000367,10,535924.1000000001,53592.41000000001,11,4.166666666666667
CUST00000368,10,198082.34,19808.234,10,4.5
CUST00000369,7,136348.72999999998,19478.389999999996,9,3.0
CUST00000370,10,58070.11,5807.011,10,4.0
CUST00000371,10,233966.38999999998,23396.639,11,4.2
CUST00000372,4,40202.130000000005,10050.532500000001,4,4.5
CUST00000373,6,74531.03,12421.838333333333,6,0.0
CUST00000374,8,359737.47000000003,44967.183750000004,10,4.5
CUST00000375,3,108389.34,36129.78,3,5.0
CUST00000376,7,168845.94,24120.84857142857,8,4.5
CUST00000377,8,250484.44000000003,31310.555000000004,13,4.6
CUST00000378,5,480169.28,96033.856,7,4.5
CUST00000379,11,513271.81,46661.07363636364,15,4.333333333333333
CUST00000380,3,42469.21,14156.403333333334,5,4.0
CUST00000381,6,25470.549999999996,4245.091666666666,7,5.0
CUST00000382,2,11395.07,5697.535,3,5.0
CUST00000383,4,128685.59,32171.3975,5,4.0
CUST00000384,7,72135.59,10305.084285714285,8,4.333333333333333
CUST00000385,5,11173.95,2234.79,6,4.75
CUST00000386,2,144286.41,72143.205,2,5.0
CUST00000387,8,442930.16,55366.27,10,4.6
CUST00000388,4,39816.65,9954.1625,4,4.0
CUST00000389,7,173514.95000000004,24787.850000000006,9,4.333333333333333
CUST00000390,3,3948.96,1316.32,4,4.666666666666667
CUST00000391,10,389888.89,38988.889,14,4.2
CUST00000392,9,238333.03,26481.44777777778,11,4.333333333333333
CUST00000393,6,117067.60999999999,19511.26833333333,7,4.5
CUST00000394,9,589436.31,65492.92333333334,14,4.5
CUST00000395,6,133619.30000000002,22269.883333333335,7,4.333333333333333
CUST00000396,8,166805.11,20850.63875,10,4.333333333333333
CUST00000397,6,26157.18,4359.53,7,4.5
CUST00000398,4,59710.32,14927.58,4,5.0
CUST00000399,6,217174.96000000002,36195.82666666667,6,4.0
CUST00000400,5,31355.100000000002,6271.02,5,4.0
CUST00000401,7,150136.58000000002,21448.08285714286,8,4.5
CUST00000402,13,370627.07,28509.774615384616,13,4.25
CUST00000403,4,12164.150000000001,3041.0375000000004,5,4.333333333333333
CUST00000404,7,180474.78999999998,25782.112857142853,10,4.666666666666667
CUST00000405,9,282454.61,31383.845555555556,11,4.428571428571429
CUST00000406,5,7595.2699999999995,1519.0539999999999,5,4.666666666666667
CUST00000407,8,221063.68,27632.96,9,4.333333333333333
CUST00000408,8,23392.680000000004,2924.0850000000005,9,4.333333333333333
CUST00000409,6,279951.3300000001,46658.555000000015,8,4.0
CUST00000410,6,218614.42,36435.73666666667,8,4.5
CUST00000411,9,241288.87,26809.874444444446,11,4.0
CUST00000412,10,48280.630000000005,4828.063,12,4.666666666666667
CUST00000413,7,94530.7,13504.385714285714,13,4.25
CUST00000414,2,25458.66,12729.33,2,5.0
CUST00000415,5,121534.49,24306.898,6,4.0
CUST00000416,10,87224.78,8722.478,17,4.428571428571429
CUST00000417,9,192436.66,21381.85111111111,9,4.6
CUST00000418,7,220145.69,31449.384285714284,8,4.6
CUST00000419,5,64450.869999999995,12890.173999999999,5,5.0
CUST00000420,9,409251.93000000005,45472.436666666676,14,5.0
CUST00000421,11,207525.23,18865.93,13,4.0
CUST00000422,4,172195.62,43048.905,4,0.0
CUST00000423,8,179872.11000000002,22484.013750000002,9,4.5
CUST00000424,4,94348.63,23587.1575,6,4.0
CUST00000425,7,98258.03,14036.861428571428,8,4.5
CUST00000426,7,162727.49,23246.784285714286,8,4.333333333333333
CUST00000427,1,50385.12,50385.12,2,0.0
CUST00000428,4,367844.14,91961.035,6,4.0
CUST00000429,7,221526.12,31646.588571428572,7,3.6666666666666665
CUST00000430,4,51920.47,12980.1175,4,4.0
CUST00000431,3,75053.94,25017.98,8,5.0
CUST00000432,5,41693.57,8338.714,8,0.0
CUST00000433,2,45392.8,22696.4,3,0.0
CUST00000434,7,125959.32,17994.18857142857,12,4.0
CUST00000435,4,51771.74,12942.935,5,5.0
CUST00000436,5,36861.67,7372.334,5,5.0
CUST00000437,7,113483.57,16211.938571428573,8,4.8
CUST00000438,7,238054.35,34007.764285714286,8,4.666666666666667
CUST00000439,4,15474.84,3868.71,5,4.0
CUST00000440,3,107123.37,35707.79,5,4.5
CUST00000441,9,117198.11,13022.012222222222,11,4.6
CUST00000442,8,189000.98000000004,23625.122500000005,8,4.0
CUST00000443,9,285414.24,31712.693333333333,11,4.666666666666667
CUST00000444,4,108836.10999999999,27209.027499999997,4,4.0
CUST00000445,6,93089.66,15514.943333333335,6,4.5
CUST00000446,4,40319.840000000004,10079.960000000001,5,4.0
CUST00000447,6,481234.83999999997,80205.80666666666,9,4.0
CUST00000448,6,137245.09,22874.181666666667,6,4.75
CUST00000449,4,104035.76999999999,26008.942499999997,4,4.0
CUST00000450,6,60276.119999999995,10046.019999999999,9,0.0
CUST00000451,7,236718.77000000002,33816.967142857146,9,4.75
CUST00000452,6,93502.82,15583.803333333335,7,4.5
CUST00000453,7,237096.28,33870.897142857146,9,4.0
CUST00000454,11,61220.67,5565.515454545454,13,4.5
CUST00000455,6,26854.59,4475.765,9,4.333333333333333
CUST00000456,9,244568.66999999998,27174.296666666665,9,4.25
CUST00000457,6,70745.45000000001,11790.908333333335,7,5.0
CUST00000458,7,197844.82,28263.545714285716,10,4.0
CUST00000459,4,157664.37,39416.0925,4,5.0
CUST00000460,4,18094.48,4523.62,7,5.0
CUST00000461,3,158650.66999999998,52883.556666666664,4,4.5
CUST00000462,5,22514.159999999996,4502.831999999999,5,4.0
CUST00000463,6,39540.35,6590.058333333333,7,3.6666666666666665
CUST00000464,8,139273.90999999997,17409.238749999997,11,4.25
CUST00000465,6,148741.66,24790.27666666667,6,4.0
CUST00000466,7,42743.18,6106.168571428571,8,4.6
CUST00000467,6,195982.09,32663.681666666667,6,4.333333333333333
CUST00000468,8,109358.26999999999,13669.783749999999,13,5.0
CUST00000469,4,67059.67,16764.9175,7,4.25
CUST00000470,5,181112.31,36222.462,5,3.5
CUST00000471,7,134131.21000000002,19161.60142857143,12,4.333333333333333
CUST00000472,5,183387.58000000002,36677.516,7,5.0
CUST00000473,6,149082.08999999997,24847.014999999996,7,4.5
CUST00000474,10,253059.62,25305.962,11,4.666666666666667
CUST00000475,3,34096.4,11365.466666666667,4,0.0
CUST00000476,6,479142.20999999996,79857.03499999999,9,5.0
CUST00000477,7,40291.64000000001,5755.948571428572,7,3.75
CUST00000478,8,174944.43,21868.05375,11,5.0
CUST00000479,4,111332.78,27833.195,6,5.0
CUST00000480,8,106052.35,13256.54375,13,4.166666666666667
CUST00000481,7,77427.45999999999,11061.065714285713,11,5.0
CUST00000482,7,335478.56,47925.508571428574,8,4.2
CUST00000483,9,150328.46,16703.16222222222,9,4.0
CUST00000484,8,323925.32,40490.665,10,3.0
CUST00000485,4,44330.52,11082.63,6,5.0
CUST00000486,3,296497.08,98832.36,5,4.0
